Datetime,open,high,low,close
2025-09-28 09:00:00+00:00,109558.875,109599.734375,109397.765625,109549.2109375
2025-09-28 10:00:00+00:00,109552.2109375,109552.2109375,109397.203125,109400.2734375
2025-09-28 11:00:00+00:00,109400.7421875,109434.8125,109298.015625,109434.8125
2025-09-28 12:00:00+00:00,109418.65625,109471.78125,109240.3125,109365.7421875
2025-09-28 13:00:00+00:00,109341.203125,109687.21875,109341.203125,109671.0234375
2025-09-28 14:00:00+00:00,109659.5,109876.0703125,109565.421875,109876.0703125
2025-09-28 15:00:00+00:00,109880.734375,110062.9609375,109758.203125,110062.9609375
2025-09-28 16:00:00+00:00,110064.65625,110392.28125,110035.0546875,110223.2109375
2025-09-28 17:00:00+00:00,110242.796875,110379.0703125,110188.8203125,110252.1015625
2025-09-28 18:00:00+00:00,110235.0546875,110293.828125,110111.1796875,110293.828125
2025-09-28 19:00:00+00:00,110301.8984375,110393.2109375,110146.8046875,110351.71875
2025-09-28 20:00:00+00:00,110366.7578125,110974.6171875,110338.28125,110843.125
2025-09-28 21:00:00+00:00,110835.0703125,110907.671875,110670.2578125,110774.453125
2025-09-28 22:00:00+00:00,110958.984375,112013.0546875,110958.984375,111936.53125
2025-09-28 23:00:00+00:00,111952.4921875,112364.7890625,111952.4921875,112116.046875
2025-09-29 00:00:00+00:00,112201.1640625,112325.0234375,112045.8984375,112276.5625
2025-09-29 01:00:00+00:00,112284.9609375,112345.6953125,111783.0625,111834.0078125
2025-09-29 02:00:00+00:00,111884.4375,111987.15625,111670.484375,111779.390625
2025-09-29 03:00:00+00:00,111775.0,111882.6015625,111634.0859375,111856.875
2025-09-29 04:00:00+00:00,111906.2578125,111927.453125,111799.546875,111867.125
2025-09-29 05:00:00+00:00,111857.734375,111857.734375,111605.8359375,111781.5703125
2025-09-29 06:00:00+00:00,111789.5859375,111857.3203125,111674.0234375,111687.28125
2025-09-29 07:00:00+00:00,111681.8828125,111870.6640625,111608.578125,111868.6953125
2025-09-29 08:00:00+00:00,111880.7578125,112372.40625,111880.7578125,112147.2578125
2025-09-29 09:00:00+00:00,112124.9453125,112204.25,112045.28125,112127.2265625
2025-09-29 10:00:00+00:00,112134.5703125,112257.7265625,112065.171875,112168.34375
2025-09-29 11:00:00+00:00,112138.640625,112141.5,111966.0078125,112139.6484375
2025-09-29 12:00:00+00:00,112128.0234375,112407.71875,112022.21875,112039.7421875
2025-09-29 13:00:00+00:00,112054.6640625,113480.6484375,111969.1171875,113375.4453125
2025-09-29 14:00:00+00:00,113290.5390625,114284.34375,113281.65625,114174.5703125
2025-09-29 15:00:00+00:00,114093.703125,114153.0859375,113787.96875,113873.5390625
2025-09-29 16:00:00+00:00,113862.5625,114080.484375,113686.0625,113686.0625
2025-09-29 17:00:00+00:00,113676.6796875,114193.15625,113550.125,114140.9296875
2025-09-29 18:00:00+00:00,114119.4296875,114189.5,113937.6796875,114104.7421875
2025-09-29 19:00:00+00:00,114088.0390625,114370.828125,113960.75,114370.828125
2025-09-29 20:00:00+00:00,114300.7109375,114459.59375,114200.4609375,114317.078125
2025-09-29 21:00:00+00:00,114330.546875,114405.8125,114156.671875,114278.234375
2025-09-29 22:00:00+00:00,114255.1953125,114257.140625,114091.0234375,114224.6015625
2025-09-29 23:00:00+00:00,114226.4765625,114405.1796875,114223.3359375,114379.546875
2025-09-30 00:00:00+00:00,114389.28125,114788.0703125,114142.3984375,114610.3828125
2025-09-30 01:00:00+00:00,114566.8984375,114800.2578125,114372.21875,114420.625
2025-09-30 02:00:00+00:00,114577.9296875,114655.03125,114442.0078125,114504.9453125
2025-09-30 03:00:00+00:00,114512.90625,114573.0859375,114376.03125,114430.6875
2025-09-30 04:00:00+00:00,114435.53125,114435.53125,114164.015625,114164.015625
2025-09-30 05:00:00+00:00,114133.90625,114258.078125,113920.015625,113944.125
2025-09-30 06:00:00+00:00,113949.0,114086.140625,113885.8359375,113953.8515625
2025-09-30 07:00:00+00:00,113936.1796875,114017.4921875,113678.671875,113774.921875
2025-09-30 08:00:00+00:00,113764.7890625,113772.375,113484.1484375,113535.9609375
2025-09-30 09:00:00+00:00,113497.40625,113519.671875,112874.5859375,112874.5859375
2025-09-30 10:00:00+00:00,112822.703125,113082.15625,112740.5625,112983.8125
2025-09-30 11:00:00+00:00,112986.0625,113156.796875,112860.828125,113131.5625
2025-09-30 12:00:00+00:00,113100.8828125,113280.8828125,113060.078125,113091.8046875
2025-09-30 13:00:00+00:00,113054.09375,113664.046875,112943.25,113417.4609375
2025-09-30 14:00:00+00:00,113435.515625,113648.6796875,113021.703125,113648.6796875
2025-09-30 15:00:00+00:00,113641.2265625,113641.2265625,113010.2421875,113146.1015625
2025-09-30 16:00:00+00:00,113143.59375,113240.734375,112817.1953125,112817.1953125
2025-09-30 17:00:00+00:00,112842.8359375,113515.265625,112842.8359375,113311.8046875
2025-09-30 18:00:00+00:00,113299.984375,113722.0234375,113247.296875,113722.0234375
2025-09-30 19:00:00+00:00,113720.9765625,114540.09375,113720.9765625,114426.3125
2025-09-30 20:00:00+00:00,114394.5390625,114679.6328125,114152.0078125,114633.03125
2025-09-30 21:00:00+00:00,114630.1015625,114744.953125,114218.125,114218.125
2025-09-30 22:00:00+00:00,114181.265625,114364.609375,113909.0,113965.3984375
2025-09-30 23:00:00+00:00,113959.515625,114043.4453125,113803.8203125,114043.4453125
2025-10-01 00:00:00+00:00,114078.0078125,114275.8984375,113984.9375,114231.078125
2025-10-01 01:00:00+00:00,114234.328125,114536.4140625,114185.015625,114526.3671875
2025-10-01 02:00:00+00:00,114541.7109375,114544.3671875,114293.078125,114293.34375
2025-10-01 03:00:00+00:00,114282.90625,114525.421875,114162.640625,114211.859375
2025-10-01 04:00:00+00:00,114210.84375,114660.0390625,114210.1484375,114316.125
2025-10-01 05:00:00+00:00,114302.6484375,114714.203125,114296.5390625,114574.90625
2025-10-01 06:00:00+00:00,114581.3984375,114602.4375,114259.5546875,114292.453125
2025-10-01 07:00:00+00:00,114289.4296875,114599.5703125,114289.4296875,114596.953125
2025-10-01 08:00:00+00:00,114584.78125,116438.65625,114533.5078125,116106.1015625
2025-10-01 09:00:00+00:00,116126.6015625,116528.75,116025.015625,116436.1953125
2025-10-01 10:00:00+00:00,116453.3359375,116567.4140625,116256.3671875,116283.2421875
2025-10-01 11:00:00+00:00,116311.859375,116776.359375,116311.859375,116769.90625
2025-10-01 12:00:00+00:00,116816.34375,116889.3515625,116415.578125,116450.671875
2025-10-01 13:00:00+00:00,116431.71875,116831.515625,116431.71875,116831.515625
2025-10-01 14:00:00+00:00,116821.5546875,117434.640625,116821.5546875,117355.796875
2025-10-01 15:00:00+00:00,117368.453125,117593.390625,117191.1171875,117421.9140625
2025-10-01 16:00:00+00:00,117476.3984375,118139.828125,117441.7265625,117665.84375
2025-10-01 17:00:00+00:00,117630.5,117727.7421875,116837.90625,116906.65625
2025-10-01 18:00:00+00:00,116886.8984375,117371.90625,116864.21875,117282.7890625
2025-10-01 19:00:00+00:00,117279.765625,117645.6875,117279.765625,117455.1640625
2025-10-01 20:00:00+00:00,117490.703125,117583.6875,117248.5625,117583.6875
2025-10-01 21:00:00+00:00,117600.015625,117617.84375,117418.1484375,117577.515625
2025-10-01 22:00:00+00:00,117613.203125,118062.125,117613.203125,117870.0078125
2025-10-01 23:00:00+00:00,117821.15625,118568.6484375,117781.84375,118568.6484375
2025-10-02 00:00:00+00:00,118625.8046875,119451.0703125,118557.25,118557.25
2025-10-02 01:00:00+00:00,118498.1171875,118893.0703125,118498.1171875,118747.1015625
2025-10-02 02:00:00+00:00,118694.9375,118801.5,118568.3828125,118791.40625
2025-10-02 03:00:00+00:00,118777.1875,119070.7421875,118774.5,118801.8203125
2025-10-02 04:00:00+00:00,118797.1015625,118977.453125,118551.5859375,118662.765625
2025-10-02 05:00:00+00:00,118732.9609375,118732.9609375,118405.3359375,118427.1015625
2025-10-02 06:00:00+00:00,118435.9375,118719.046875,118413.171875,118690.75
2025-10-02 07:00:00+00:00,118702.0625,118726.984375,118517.53125,118562.671875
2025-10-02 08:00:00+00:00,118607.8515625,118704.4921875,118432.34375,118702.5625
2025-10-02 09:00:00+00:00,118702.3671875,118854.3203125,118638.8125,118854.3203125
2025-10-02 10:00:00+00:00,118884.453125,118899.6953125,118672.9921875,118675.5
2025-10-02 11:00:00+00:00,118675.984375,118912.0078125,118609.5234375,118811.609375
2025-10-02 12:00:00+00:00,118820.9296875,119458.234375,118817.09375,119458.234375
2025-10-02 13:00:00+00:00,119442.015625,119812.5859375,119006.1953125,119727.5859375
2025-10-02 14:00:00+00:00,119658.4609375,119779.9453125,118849.7421875,118924.140625
2025-10-02 15:00:00+00:00,118882.28125,119966.578125,118635.75,119966.578125
2025-10-02 16:00:00+00:00,119974.15625,120309.65625,119697.8828125,119748.1015625
2025-10-02 17:00:00+00:00,119788.40625,119992.9296875,119494.0390625,119992.9296875
2025-10-02 18:00:00+00:00,119999.7734375,120683.9609375,119999.7734375,120618.375
2025-10-02 19:00:00+00:00,120574.3828125,121047.34375,120574.3828125,120844.0546875
2025-10-02 20:00:00+00:00,120897.1953125,120965.375,120406.9609375,120645.6953125
2025-10-02 21:00:00+00:00,120675.6640625,120777.25,120249.59375,120259.8671875
2025-10-02 22:00:00+00:00,120220.578125,120477.6171875,120160.0390625,120275.875
2025-10-02 23:00:00+00:00,120298.4140625,120672.1328125,120298.4140625,120653.765625
2025-10-03 00:00:00+00:00,120606.3203125,120606.3203125,120207.5703125,120217.2265625
2025-10-03 01:00:00+00:00,120214.0390625,120327.53125,119953.234375,119953.234375
2025-10-03 02:00:00+00:00,119965.9375,120308.0859375,119965.9375,120279.6640625
2025-10-03 03:00:00+00:00,120265.796875,120485.921875,120259.953125,120325.453125
2025-10-03 04:00:00+00:00,120312.9765625,120359.5234375,120111.4375,120129.5703125
2025-10-03 05:00:00+00:00,120128.734375,120158.2421875,119879.5625,120000.765625
2025-10-03 06:00:00+00:00,119998.4453125,120105.34375,119874.96875,119943.84375
2025-10-03 07:00:00+00:00,120002.0703125,120060.828125,119731.375,119745.015625
2025-10-03 08:00:00+00:00,119750.390625,120075.640625,119350.9609375,120075.640625
2025-10-03 09:00:00+00:00,120113.7421875,120411.375,120091.484375,120380.140625
2025-10-03 10:00:00+00:00,120397.5390625,120585.265625,120367.4375,120544.9921875
2025-10-03 11:00:00+00:00,120527.875,120530.7578125,120239.59375,120438.4375
2025-10-03 12:00:00+00:00,120434.2890625,120465.453125,120211.0234375,120455.8359375
2025-10-03 13:00:00+00:00,120446.515625,120616.59375,120279.9140625,120504.5703125
2025-10-03 14:00:00+00:00,120483.21875,121033.4375,120028.78125,120970.359375
2025-10-03 15:00:00+00:00,120963.0625,122234.078125,120762.8671875,122234.078125
2025-10-03 16:00:00+00:00,122383.4140625,123919.5546875,122383.4140625,122793.1484375
2025-10-03 17:00:00+00:00,122287.2421875,123083.09375,121782.328125,122149.4140625
2025-10-03 18:00:00+00:00,122137.765625,122749.3359375,121576.0546875,122480.96875
2025-10-03 19:00:00+00:00,122598.40625,122973.546875,122460.4375,122724.0078125
2025-10-03 20:00:00+00:00,122736.21875,122794.953125,122130.8671875,122598.0078125
2025-10-03 21:00:00+00:00,122476.40625,122509.9609375,122088.40625,122443.59375
2025-10-03 22:00:00+00:00,122382.5,122716.5078125,122382.5,122528.6796875
2025-10-03 23:00:00+00:00,122519.796875,122536.59375,122250.8203125,122271.8125
2025-10-04 00:00:00+00:00,122276.53125,122330.890625,122066.9375,122158.265625
2025-10-04 01:00:00+00:00,122167.875,122167.875,121788.078125,121837.8359375
2025-10-04 02:00:00+00:00,121907.25,122107.9765625,121782.4921875,121937.171875
2025-10-04 03:00:00+00:00,121925.515625,122326.6328125,121905.6328125,122326.6328125
2025-10-04 04:00:00+00:00,122324.8125,122584.6484375,122285.3828125,122574.53125
2025-10-04 05:00:00+00:00,122570.2421875,122829.984375,122511.3828125,122581.0
2025-10-04 06:00:00+00:00,122582.421875,122664.9921875,122474.0078125,122524.1640625
2025-10-04 07:00:00+00:00,122523.6015625,122523.6015625,122306.890625,122353.90625
2025-10-04 08:00:00+00:00,122347.9609375,122584.9453125,122258.3984375,122336.65625
2025-10-04 09:00:00+00:00,122341.4375,122500.4140625,122253.8359375,122262.796875
2025-10-04 10:00:00+00:00,122279.8984375,122371.640625,122170.953125,122176.375
2025-10-04 11:00:00+00:00,122168.4765625,122263.140625,122041.546875,122057.734375
2025-10-04 12:00:00+00:00,122041.1875,122152.375,122021.5234375,122061.3984375
2025-10-04 13:00:00+00:00,122064.1171875,122498.4375,122064.1171875,122448.3984375
2025-10-04 14:00:00+00:00,122467.734375,122498.4296875,122067.3671875,122067.3671875
2025-10-04 15:00:00+00:00,121972.96875,122134.6171875,121769.1875,121813.265625
2025-10-04 16:00:00+00:00,121827.3515625,121987.2109375,121672.03125,121737.0546875
2025-10-04 17:00:00+00:00,121718.15625,121928.1171875,121718.15625,121755.78125
2025-10-04 18:00:00+00:00,121790.671875,121871.296875,121591.8984375,121626.8515625
2025-10-04 19:00:00+00:00,121654.3046875,121955.1015625,121643.5390625,121952.3515625
2025-10-04 20:00:00+00:00,121981.8828125,122095.4921875,121952.6484375,121952.6484375
2025-10-04 21:00:00+00:00,121934.0078125,122353.0234375,121934.0078125,122236.625
2025-10-04 22:00:00+00:00,122234.0625,122381.1484375,122205.9765625,122312.625
2025-10-04 23:00:00+00:00,122304.953125,122418.1875,122246.2265625,122416.4921875
2025-10-05 00:00:00+00:00,122425.2109375,122455.2265625,122206.15625,122215.484375
2025-10-05 01:00:00+00:00,122209.5234375,122432.46875,122209.5234375,122402.8515625
2025-10-05 02:00:00+00:00,122403.3515625,124278.71875,122396.8203125,124008.8984375
2025-10-05 03:00:00+00:00,124113.8828125,124113.8828125,123384.9453125,123789.421875
2025-10-05 04:00:00+00:00,123836.546875,125559.2109375,123836.546875,125223.9296875
2025-10-05 05:00:00+00:00,125188.15625,125366.90625,124912.828125,124992.8359375
2025-10-05 06:00:00+00:00,125100.59375,125188.3359375,124825.84375,125024.953125
2025-10-05 07:00:00+00:00,125007.7265625,125102.1640625,124681.921875,124878.234375
2025-10-05 08:00:00+00:00,124742.640625,124792.8984375,124587.4921875,124599.2421875
2025-10-05 09:00:00+00:00,124597.6953125,124617.6015625,122902.7265625,123131.9375
2025-10-05 10:00:00+00:00,123048.140625,123103.4921875,122630.2265625,123087.03125
2025-10-05 11:00:00+00:00,123074.9765625,123518.1171875,122936.5078125,123516.5234375
2025-10-05 12:00:00+00:00,123490.3203125,123490.3203125,123007.171875,123180.234375
2025-10-05 13:00:00+00:00,123122.1953125,123366.1484375,123122.1953125,123187.90625
2025-10-05 14:00:00+00:00,123261.7734375,123352.453125,122856.1171875,123051.3671875
2025-10-05 15:00:00+00:00,123056.0703125,123056.0703125,122740.53125,122849.703125
2025-10-05 16:00:00+00:00,122841.6796875,123270.2734375,122460.3671875,123270.2734375
2025-10-05 17:00:00+00:00,123317.109375,123464.453125,123003.8359375,123070.9296875
2025-10-05 18:00:00+00:00,123083.2734375,123199.375,122961.359375,123016.453125
2025-10-05 19:00:00+00:00,123038.359375,123038.359375,122587.2421875,122587.2421875
2025-10-05 20:00:00+00:00,122549.6484375,123042.125,122549.6484375,122835.984375
2025-10-05 21:00:00+00:00,122814.109375,122814.109375,122562.2421875,122743.8671875
2025-10-05 22:00:00+00:00,122750.6796875,123305.3125,122750.6796875,123266.453125
2025-10-05 23:00:00+00:00,123255.8046875,123551.046875,123255.8046875,123507.8203125
2025-10-06 00:00:00+00:00,123508.1484375,124301.5,123199.578125,123375.171875
2025-10-06 01:00:00+00:00,123385.8203125,124195.1640625,123298.265625,124084.796875
2025-10-06 02:00:00+00:00,124104.90625,124184.0625,123585.0,124048.40625
2025-10-06 03:00:00+00:00,124050.703125,124137.5234375,123809.0234375,123893.6484375
2025-10-06 04:00:00+00:00,123883.109375,124004.390625,123661.171875,123663.5234375
2025-10-06 05:00:00+00:00,123622.90625,123713.609375,123369.671875,123609.3125
2025-10-06 06:00:00+00:00,123604.9765625,124093.8125,123604.9765625,123954.8046875
2025-10-06 07:00:00+00:00,123945.109375,123985.578125,123370.2109375,123395.75
2025-10-06 08:00:00+00:00,123412.109375,123865.984375,123412.109375,123857.8984375
2025-10-06 09:00:00+00:00,123865.0625,124039.984375,123830.75,123976.078125
2025-10-06 10:00:00+00:00,123997.4609375,124173.4453125,123954.9921875,124029.578125
2025-10-06 11:00:00+00:00,124009.8125,124498.140625,123823.4453125,124266.9375
2025-10-06 12:00:00+00:00,124267.609375,124688.4765625,124257.1015625,124585.828125
2025-10-06 13:00:00+00:00,124589.21875,124994.21875,124484.65625,124994.21875
2025-10-06 14:00:00+00:00,125095.40625,125337.53125,124493.3203125,124555.3984375
2025-10-06 15:00:00+00:00,124516.6796875,125384.8671875,124516.6796875,125106.9140625
2025-10-06 16:00:00+00:00,125055.2265625,125371.5859375,124865.4140625,125369.234375
2025-10-06 17:00:00+00:00,125490.3515625,125792.4140625,125205.28125,125412.2734375
2025-10-06 18:00:00+00:00,125223.234375,126183.2265625,125141.015625,126183.2265625
2025-10-06 19:00:00+00:00,126069.2265625,126104.3515625,125336.8359375,125424.2578125
2025-10-06 20:00:00+00:00,125420.203125,125532.2109375,125098.140625,125251.1875
2025-10-06 21:00:00+00:00,125245.9765625,125292.671875,124688.8984375,124922.1796875
2025-10-06 22:00:00+00:00,125201.8125,125224.015625,124844.25,125056.2265625
2025-10-06 23:00:00+00:00,125063.34375,125133.2109375,124712.2734375,124781.1953125
2025-10-07 00:00:00+00:00,124726.34375,124939.703125,124692.2421875,124923.9296875
2025-10-07 01:00:00+00:00,124924.6875,125097.65625,124538.796875,124705.328125
2025-10-07 02:00:00+00:00,124722.8125,124722.8125,124365.3359375,124367.9609375
2025-10-07 03:00:00+00:00,124366.7421875,124574.0859375,124209.2265625,124361.3046875
2025-10-07 04:00:00+00:00,124363.9453125,124677.7421875,124156.0078125,124580.90625
2025-10-07 05:00:00+00:00,124547.515625,124611.890625,124353.3828125,124404.9140625
2025-10-07 06:00:00+00:00,124471.2421875,124487.1796875,123900.28125,123975.2265625
2025-10-07 07:00:00+00:00,123965.203125,124036.828125,123670.8515625,123712.234375
2025-10-07 08:00:00+00:00,123715.4296875,124042.5859375,123460.65625,123954.1953125
2025-10-07 09:00:00+00:00,123921.359375,124263.5234375,123921.359375,124229.578125
2025-10-07 10:00:00+00:00,124192.890625,124421.859375,124096.3515625,124349.78125
2025-10-07 11:00:00+00:00,124329.140625,124565.140625,124284.8125,124520.2890625
2025-10-07 12:00:00+00:00,124540.578125,125170.734375,124465.71875,125001.6171875
2025-10-07 13:00:00+00:00,124974.8203125,124974.8203125,123605.3359375,123985.734375
2025-10-07 14:00:00+00:00,123977.5,123977.5,122681.7265625,122808.078125
2025-10-07 15:00:00+00:00,122799.2265625,122830.8671875,121428.3515625,121813.796875
2025-10-07 16:00:00+00:00,121893.9765625,122069.546875,121058.1171875,121866.6015625
2025-10-07 17:00:00+00:00,121725.0859375,121822.3359375,121220.7265625,121238.953125
2025-10-07 18:00:00+00:00,121214.8671875,121328.8359375,120716.625,120951.171875
2025-10-07 19:00:00+00:00,120938.1875,122012.4140625,120938.1875,121715.8046875
2025-10-07 20:00:00+00:00,121742.6640625,122240.8046875,121742.6640625,122153.09375
2025-10-07 21:00:00+00:00,122035.0859375,122309.3203125,121887.984375,121968.8125
2025-10-07 22:00:00+00:00,122037.0390625,122163.25,121908.40625,122046.8203125
2025-10-07 23:00:00+00:00,122059.5,122059.5,121461.640625,121461.640625
2025-10-08 00:00:00+00:00,121408.8828125,122113.515625,121408.8828125,121988.1328125
2025-10-08 01:00:00+00:00,121993.875,122070.71875,121717.6796875,122015.59375
2025-10-08 02:00:00+00:00,122025.640625,122262.6796875,121924.71875,122105.84375
2025-10-08 03:00:00+00:00,122105.5625,122105.5625,121360.0390625,121418.9140625
2025-10-08 04:00:00+00:00,121411.4453125,121929.6171875,121236.359375,121929.6171875
2025-10-08 05:00:00+00:00,121934.15625,121934.15625,121243.5625,121324.9296875
2025-10-08 06:00:00+00:00,121429.9296875,121856.6796875,121130.4453125,121808.734375
2025-10-08 07:00:00+00:00,121820.5234375,121871.3125,121392.9453125,121543.6484375
2025-10-08 08:00:00+00:00,121623.265625,122833.2734375,121602.6484375,122434.9296875
2025-10-08 09:00:00+00:00,122432.578125,122638.171875,122420.46875,122514.234375
2025-10-08 10:00:00+00:00,122519.8984375,123079.453125,122519.8984375,122978.4765625
2025-10-08 11:00:00+00:00,122989.828125,123216.53125,122837.109375,122921.1796875
2025-10-08 12:00:00+00:00,122921.0546875,123084.9609375,122613.3984375,122637.0546875
2025-10-08 13:00:00+00:00,122664.2734375,122762.3125,121875.8046875,122510.328125
2025-10-08 14:00:00+00:00,122655.7265625,123247.5625,122221.4609375,122278.796875
2025-10-08 15:00:00+00:00,122405.859375,122610.1796875,122015.6015625,122207.5234375
2025-10-08 16:00:00+00:00,122209.78125,123122.015625,122195.359375,123098.7890625
2025-10-08 17:00:00+00:00,123087.40625,124144.6328125,123042.96875,124141.4921875
2025-10-08 18:00:00+00:00,124093.4140625,124093.4140625,123515.9609375,123614.859375
2025-10-08 19:00:00+00:00,123507.84375,123745.0625,123235.5703125,123520.203125
2025-10-08 20:00:00+00:00,123500.1640625,123683.6953125,123054.9375,123054.9375
2025-10-08 21:00:00+00:00,122903.1953125,123357.859375,122903.1953125,123237.0
2025-10-08 22:00:00+00:00,123272.21875,123450.5625,123272.21875,123304.515625
2025-10-08 23:00:00+00:00,123287.7421875,123565.71875,123104.9296875,123358.421875
2025-10-09 00:00:00+00:00,123379.09375,123379.09375,122945.984375,123006.21875
2025-10-09 01:00:00+00:00,122934.8359375,122934.8359375,122418.8828125,122576.875
2025-10-09 02:00:00+00:00,122564.6953125,122564.6953125,121600.2578125,121616.1171875
2025-10-09 03:00:00+00:00,121650.609375,122106.1484375,121650.609375,122064.671875
2025-10-09 04:00:00+00:00,122062.34375,122273.9453125,121983.2421875,122141.9609375
2025-10-09 05:00:00+00:00,122179.7109375,122201.1796875,121920.703125,122134.6328125
2025-10-09 06:00:00+00:00,122142.1875,122198.3984375,121948.625,121998.65625
2025-10-09 07:00:00+00:00,121986.71875,122065.8828125,121833.1171875,121932.7265625
2025-10-09 08:00:00+00:00,121937.9453125,121967.671875,121191.40625,121332.3125
2025-10-09 09:00:00+00:00,121297.78125,121857.4296875,121297.78125,121847.609375
2025-10-09 10:00:00+00:00,121811.203125,122326.6875,121713.640625,122215.1953125
2025-10-09 11:00:00+00:00,122213.1484375,122863.3203125,122213.1484375,122818.3671875
2025-10-09 12:00:00+00:00,122800.484375,123725.40625,122780.203125,123620.7265625
2025-10-09 13:00:00+00:00,123600.5,123600.5,122435.5859375,122504.71875
2025-10-09 14:00:00+00:00,122435.25,122554.0546875,120868.7421875,121392.1875
2025-10-09 15:00:00+00:00,121598.9765625,121717.75,120835.2109375,121213.40625
2025-10-09 16:00:00+00:00,121196.8515625,121456.703125,119976.6484375,119976.6484375
2025-10-09 17:00:00+00:00,119892.359375,120843.796875,119892.359375,120843.796875
2025-10-09 18:00:00+00:00,121003.2421875,121012.2265625,120495.4453125,120744.4140625
2025-10-09 19:00:00+00:00,120821.0859375,121168.0546875,120821.0859375,121013.578125
2025-10-09 20:00:00+00:00,120998.796875,121205.7109375,120928.1484375,121165.140625
2025-10-09 21:00:00+00:00,121156.09375,121559.796875,121137.3125,121522.9375
2025-10-09 22:00:00+00:00,121520.9765625,121806.3203125,121476.28125,121739.1015625
2025-10-09 23:00:00+00:00,121757.578125,121757.578125,121447.8515625,121709.9140625
2025-10-10 00:00:00+00:00,121727.234375,121922.28125,121696.40625,121833.5546875
2025-10-10 01:00:00+00:00,121829.265625,121933.6328125,121610.4453125,121733.8359375
2025-10-10 02:00:00+00:00,121699.3671875,121699.3671875,121045.609375,121118.515625
2025-10-10 03:00:00+00:00,121137.921875,121618.8671875,121037.40625,121161.203125
2025-10-10 04:00:00+00:00,121184.640625,121410.8984375,121141.046875,121284.40625
2025-10-10 05:00:00+00:00,121293.5234375,121623.5390625,121095.828125,121614.3671875
2025-10-10 06:00:00+00:00,121629.8203125,121770.28125,121321.5234375,121477.765625
2025-10-10 07:00:00+00:00,121408.1953125,121408.1953125,121035.796875,121035.796875
2025-10-10 08:00:00+00:00,120972.0234375,121636.5,120972.0234375,121636.5
2025-10-10 09:00:00+00:00,121685.6328125,121798.28125,121367.59375,121385.0546875
2025-10-10 10:00:00+00:00,121362.265625,121566.828125,121305.78125,121554.1875
2025-10-10 11:00:00+00:00,121545.40625,121710.171875,121473.3125,121623.3125
2025-10-10 12:00:00+00:00,121604.1875,121739.6875,121485.609375,121638.5703125
2025-10-10 13:00:00+00:00,121644.5,122498.6015625,121481.375,121673.265625
2025-10-10 14:00:00+00:00,121720.0078125,122067.125,121245.84375,121276.6484375
